Y,T,PV,Wind_Onshore,Wind_Offshore
10,1,0.0331882352941176,0.1003941176470588,0.1014471176470588
10,2,0.0333249999999999,0.1459124999999999,0.230357875
10,3,0.0568333333333333,0.2561791666666667,0.4434390000000001
10,4,0.0002818181818181,0.3366909090909091,0.6901235454545455
10,5,0.02499375,0.19855375,0.5469298500000003
10,6,0.0,0.0737916666666666,0.2867665
10,7,0.0552833333333333,0.0467066666666666,0.1604105999999999
10,8,0.0,0.1314555555555555,0.2307916666666666
10,9,0.0582357142857142,0.1736285714285714,0.2925996428571428
10,10,0.0,0.24752,0.3791895
10,11,0.0501166666666666,0.2057066666666666,0.3553718
10,12,0.0,0.2787611111111111,0.516925
10,13,0.0456733333333333,0.1575333333333333,0.337705
10,14,0.0113666666666666,0.1568833333333333,0.2282445
10,15,0.1241291666666666,0.1598166666666666,0.3664367499999999
10,16,0.0032291666666666,0.3275791666666667,0.4491955
10,17,0.014865909090909,0.2960681818181818,0.6780463636363636
10,18,0.05425,0.2070428571428571,0.5629956428571429
10,19,0.0029708333333333,0.1670125,0.3884405
10,20,0.0487067796610169,0.4163050847457626,0.7163904406779661
10,21,0.0,0.32601,0.4999367999999999
10,22,0.0734312499999999,0.33796875,0.5846128125000001
10,23,0.00217,0.17176,0.324162
10,24,0.2932083333333333,0.1203333333333333,0.149872
10,25,0.043865,0.19576875,0.19518885
10,26,0.0603466666666666,0.2399833333333333,0.2379218
10,27,0.0,0.2839166666666666,0.2676796666666667
10,28,0.036134375,0.271821875,0.3770416875
10,29,0.0,0.2168749999999999,0.523218
10,30,0.06541,0.1201866666666666,0.4873798000000001
10,31,0.0,0.0800444444444444,0.2926873333333333
10,32,0.0924464285714285,0.1456214285714285,0.2085762857142857
10,33,0.031,0.260814,0.4907809199999999
10,34,0.04247,0.24631,0.3830146000000001
10,35,0.1433045454545454,0.1179545454545454,0.313809
10,36,0.0,0.33925,0.5217476999999999
10,37,0.0648933333333333,0.42353,0.6980126
10,38,0.0,0.2886888888888889,0.6481596666666667
10,39,0.0999233333333333,0.1922033333333333,0.2758537999999999
10,40,0.0039454545454545,0.3278727272727273,0.2942577272727273
10,41,0.1362807692307692,0.3684038461538461,0.4708640769230769
10,42,0.0026772727272727,0.3186727272727273,0.4588933636363636
10,43,0.1144416666666666,0.2777916666666666,0.36904675
10,44,0.0049083333333333,0.1655541666666667,0.14851625
10,45,0.3043166666666666,0.1121,0.0599284999999999
10,46,0.04398125,0.15152125,0.1775931
10,47,0.0851466666666666,0.3002366666666666,0.4036683999999999
10,48,0.0,0.2539666666666667,0.5241169999999999
10,49,0.075078125,0.34886875,0.589066125
10,50,0.0,0.36400625,0.673129875
10,51,0.068490625,0.3983093749999999,0.7814666250000001
10,52,0.006045,0.32152,0.6188571
10,53,0.2255249999999999,0.266825,0.419659
10,54,0.0107638888888888,0.4147861111111112,0.6857871666666667
10,55,0.33325,0.4405857142857142,0.7704222857142857
10,56,0.001065625,0.387746875,0.7672095000000001
10,57,0.3020562499999999,0.26626875,0.698164125
10,58,0.0019928571428571,0.1185214285714285,0.423603
10,59,0.00403,0.07372,0.157383
10,60,0.3283416666666667,0.0507583333333333,0.157267
10,61,0.0198236842105263,0.2335184210526316,0.3817147894736841
10,62,0.4023799999999999,0.32447,0.4486068
10,63,0.0250214285714285,0.2687285714285714,0.4835211428571429
10,64,0.0260916666666666,0.1035958333333333,0.25103125
10,65,0.4246999999999999,0.0698399999999999,0.166866
10,66,0.0282875,0.07481875,0.144648375
10,67,0.0,0.19114375,0.198001125
10,68,0.1377285714285714,0.3393178571428571,0.5299791428571429
10,69,0.0041333333333333,0.2650166666666666,0.5545815
10,70,0.1663666666666666,0.2846166666666667,0.524726
10,71,0.0,0.1941599999999999,0.2939121
